etymon,root_language,german_meaning (LIV),cognate_sets,reflexes,meanings of reflexes,number of distinct meanings
*h₂keu̯s-,Proto-Indo-European,,208 | 237 | 9268,"akanǰ | akanǰ | uho | vuha | orella | ucho | øre | oor | ear | oyra | oor | oreille | ear | Ohr | aytí | eyra | orecchio | oredla | ausìs | wucho | wucho | uvo | ucho | orelha | øre | uho | origga | orica | uho | ucho | uho | oreja | öra | vuho | orèye | oũs | auris | uxo | āusins | auss | Ouer | orele | ownkn | aus(i)- | vesh | vesh | ära | öra | -o-we* | oũs | vaux́ü, vaix́ü | ùchò | aftín | aftí | ōtí(n) | ōtí | auss | ureche | recchia | oreille | oreille | orlye | oreja | ucho | ucho | uxo | úxo | ùxu | ùxu | uho | uhú | Ohr | aurelha | ure̯ácľă | vesh | orella | orakla | ōra | ôre | ēare | ôra | ore | eyra | auso | øyre | orelha | im′u | urégia | høre | horen | hear | hoyra | hooren | hearre | hören | akoýō | heyra | høre | höra | akoúō | héieren | höra | ära | akoúō | akoýō | akoú(g)ō | (a)koúō | akoúgō | ghöre | hōren | hēra | hœren | hīeran | hôrian | horen | heyra | hausjan | høyre | koškēnīt",ear | ear | ear | ear | ear | ear | ear | ear | ear | ear | ear | ear | ear | ear | ear | ear | ear | ear | ear | ear | ear | ear | ear | ear | ear | ear | ear | ear | ear | ear | ear | ear | ear | ear | ear | ear | ear | ear | ear | ear | ear | ear | ear | ear | ear | ear | ear | ear | ear | ear | ear | ear | ear | ear | ear | ear | ear | ear | ear | ear | ear | ear | ear | ear | ear | ear | ear | ear | ear | ear | ear | ear | ear | ear | ear | ear | ear | ear | ear | ear | ear | ear | ear | ear | ear | ear | ear | ear | hear | hear | hear | hear | hear | hear | hear | hear | hear | hear | hear | hear | hear | hear | hear | hear | hear | hear | hear | hear | hear | hear | hear | hear | hear | hear | hear | hear | hear | hear | hear,2
*h₃ekʷ-,Proto-Indo-European,,211 | 1240 | 6983,ačʿkʿ | ačʿkʿ | oko | voka | ull | oko | øje | oog | eye | eyga | oog | oeil | each | Auge | máti | āṅkh | auga | occhio | aečh | uedl | akìs | woko | woko | oko | ām̐khā | oko | olho | øye | oggiu | ócu | oko | æsa | oko | oko | ojo | öga | oko | oûy | ak | ek | aṅkh | oculus | oko | ackis | ákṣi | acs | A | ānkh | voli | akn | sy | sy | āṅkh | oga | ögha | akkhi | -qo-so* | våťü | òkò | mmátin | ommáti(n) | mat | acs | ochi | uocchio | ueil | oil | ojo | āṅkh | ac̣híi | zu | oko | oko | oko | óko | òku | òku | oko | okú | Oug | uelh | ocl’u | si | ull | itsin | ac̣ | vaklo | ouga | āge | ouge | ēage | ôga | oghe | auga | augo | ɣeč | akkʰ | ačii | olho | iž′i ̃ | öc | âč′ẽ | âč′ẽ | âč′e | ačẽ | âć′ĩ | auge | bačyc′ | bačiti | wočhon | vekʰṇā,eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | see | see | see | see,2
*obačiti,Proto-Slavic,,211 | 1240 | 6983,ačʿkʿ | ačʿkʿ | oko | voka | ull | oko | øje | oog | eye | eyga | oog | oeil | each | Auge | máti | āṅkh | auga | occhio | aečh | uedl | akìs | woko | woko | oko | ām̐khā | oko | olho | øye | oggiu | ócu | oko | æsa | oko | oko | ojo | öga | oko | oûy | ak | ek | aṅkh | oculus | oko | ackis | ákṣi | acs | A | ānkh | voli | akn | sy | sy | āṅkh | oga | ögha | akkhi | -qo-so* | våťü | òkò | mmátin | ommáti(n) | mat | acs | ochi | uocchio | ueil | oil | ojo | āṅkh | ac̣híi | zu | oko | oko | oko | óko | òku | òku | oko | okú | Oug | uelh | ocl’u | si | ull | itsin | ac̣ | vaklo | ouga | āge | ouge | ēage | ôga | oghe | auga | augo | ɣeč | akkʰ | ačii | olho | iž′i ̃ | öc | âč′ẽ | âč′ẽ | âč′e | ačẽ | âć′ĩ | auge | bačyc′ | bačiti | wočhon | vekʰṇā,eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | eye | see | see | see | see,2
*preu̯s-,Proto-Indo-European,,226 | 2742 | 6762,fryse | freeze | frysta | bevriezen | frieze | gefrieren | frjósa | fryse | frysa | fréieren | reòth | frysa | rhewi | rio | bevriezen | rhewi | rewy | reu | gfrüüre | friozan | frēosan | vriesen | vriesen | frjósa | fryse | rio | rhew,freeze | freeze | freeze | freeze | freeze | freeze | freeze | freeze | freeze | freeze | freeze | freeze | freeze | freeze | freeze | freeze | freeze | freeze | freeze | freeze | freeze | freeze | freeze | freeze | freeze | ice | ice,2
*melh₂-,Proto-Indo-European,,692 | 1575 | 4500,moẏlā | maḷalelā | malina | mailo | malota | m′ul | m′ul | m′ul | m′ol | mélas | melns | mélas | malns | niman,dirty | dirty | dirty | dirty | dirty | dirty | dirty | dirty | dirty | black | black | black | black | good,3
*tu̯ek-,Proto-Indo-European,,2526 | 5870 | 7043,taca | tvák | tvacā,bark | skin | skin,2
tvacā,Marathi,,2526 | 5870 | 7043,taca | tvák | tvacā,bark | skin | skin,2
*du̯eh₂-,Proto-Indo-European,,613 | 771 | 5040,"erkar | erkar | erkar | dūre | dūr | duur | dūra | dūr | dura | dur | dūr | dūrá- | tuu̯ān | dūire | dūrai | ðir | dūr | dūra | durä | dir | dūr | dhúura | dūr | dʉ̄r | δūr | dir | dir | dir | dir | dūr | dūr | dudeeri | duraae | derv | dūr | dür | dür | lare | dūr | dūr | dūr | dhar | dūr | dūr | bâd′üř | badi′uř | südi | sad′u | dür | sidiir | dūrus | duro | dûr | dur | duru | dur | dur | dur | deûr | du | dur | duro | duro | duro | dur, dura | dur | doi̯r | dūrä | duro | dür",long | long | long | far | far | far | far | far | far | far | far | far | far | far | far | far | far | far | far | far | far | far | far | far | far | far | far | far | far | far | far | far | far | far | far | far | far | far | far | far | far | far | far | far | far | far | far | far | far | far | hard | hard | hard | hard | hard | hard | hard | hard | hard | hard | hard | hard | hard | hard | hard | hard | hard | hard | hard | hard,3
*k̑leu̯-,Proto-Indo-European,,598 | 5236 | 5442,"lsel | lsel | śunā | sunanā | sunnu | śru- | sunanā | cluinn | sunnā | clois | ro·cluinethar | lsem | cluiou | surunaoiti | clashtyn | sunanā | suṇāti | sunanā | cleuet, clevet | ṣúṇa | klewed, klew- | klewed, klew- | clwad | clybod | ahanavā | clewes, clowes | klouaz, clowas | xunā | suṇnā | ṣunḍik | kheed | strana dɨbēžit | srāyēd | srāw | klots | klautso",hear | hear | hear | hear | hear | hear | hear | hear | hear | hear | hear | hear | hear | hear | hear | hear | hear | hear | hear | hear | hear | hear | hear | hear | hear | hear | hear | hear | hear | hear | hear | sing | sing | sing | ear | ear,3
*u̯ert-,Proto-Indo-European,,537 | 1186 | 8396,povr″štam | zvracet | zwracać | vracať | povraćati | povraḱa | vracěti | obr″štam | pavaročvac′ | vrti | povoračivat' | obertati | vr̥t- | uertere | obratiti | wartint | vaḷaṇe | vurtus | varǝtata | vaṭṭati | obracać | wobrośiś | obračati | obrnuti | wobroćić | vortăt | òbracac | wardēd | wardēd | obracać | obrátiti | vr̥̀ъtnuvam | obračati | obarniti | zwert | pārwacceda | dzɨvɨrinit | vrat | vrat | vrat | vrat | vorotŭ | vrat | vrát,vomit | vomit | vomit | vomit | vomit | vomit | vomit | turn | turn | turn | turn | turn | turn | turn | turn | turn | turn | turn | turn | turn | turn | turn | turn | turn | turn | turn | turn | turn | turn | turn | turn | turn | turn | turn | turn | turn | turn | neck | neck | neck | neck | neck | neck | neck,3
*těsnъ,Proto-Slavic,,2806 | 4837 | 7419,tesen | tesen | těsnŭ | ćisnyć | cësnąc | cisnąć | potiskati | tiskati,narrow | narrow | narrow | throw | throw | throw | push | push,3
*tiskati,Proto-Slavic,,2806 | 4837 | 7419,tesen | tesen | těsnŭ | ćisnyć | cësnąc | cisnąć | potiskati | tiskati,narrow | narrow | narrow | throw | throw | throw | push | push,3
*Hoi̯-,Proto-Indo-European,,91 | 2831 | 2946,"ek | edin | adzìn | un | jeden | en | een | one | ein | een | un | ein | eka | einn | aon | uno | akh | un | víenas | jaden | jedyn | eden | eka | eka | yek | jeden | um | en | odin | unu | unu | jedan | eka | jeden | en | uno | en | odin | yiw | on | ēk | ek | ek | éka- | jedinŭ | ains | viens | een | ūnus | un | óen | iw | ew | aēuua | aiva | un | unan, un | ien | un | ego | oino- | ien | en | eka | un, vn, unan, vnan | jadån | jeden | ēw | ēw | ī | vīns | unu | uno | un | un | on | uno | ek | áak | aon | ûn, unan | inon | un | jeden, jaden | un | jeden | odinŭ | odɪ́n | idìn | idìn | en | eden, en | iōgo | eis | ek | ikk | i | ēw | yek | yek | jek | yak | yak | yak | un | un | ēw | un | yak | yao | yak | yak | i | äk | i | joi̯n | ein | iw | ēn | ein | ān | ên | een | einn | ains | onen | idn | ein | um | ii | ′ev | ′ev | ′ev | ev | ′âc̣ | yak | vün",one | one | one | one | one | one | one | one | one | one | one | one | one | one | one | one | one | one | one | one | one | one | one | one | one | one | one | one | one | one | one | one | one | one | one | one | one | one | one | one | one | one | one | one | one | one | one | one | one | one | one | one | one | one | one | one | one | one | one | one | one | one | one | one | one | one | one | one | one | one | one | one | one | one | one | one | one | one | one | one | one | one | one | one | one | one | one | one | one | one | one | one | one | one | one | one | one | one | one | one | one | one | one | one | one | one | one | one | one | one | one | one | one | one | one | one | one | one | one | one | one | one | one | one | one | one | one | one | one | one | one | one | one | one | one | one | one,1
*(s)kerp-,Proto-Indo-European,,2654 | 6646 | 7127,karpós | ka-po | karpós | karpós,fruit | fruit | fruit | fruit,1
krapštýti,Lithuanian,,2654 | 6646 | 7127,karpós | ka-po | karpós | karpós,fruit | fruit | fruit | fruit,1
*(s)ken⁽g̑⁾-,Proto-Indo-European,,2788 | 7026 | 9429,scanca | Schank | Oberschenkel | Schänkel | skinko | schenkel | skinka,leg | bone | thigh | thigh | thigh | thigh | thigh,3
*brod-,Romance,,1394 | 2895 | 8489,brouillard | brouliård | bruillaz | bruaz | brachýs | breuis | mərəzu | mulysgä | brachýs | brief | murzki | brouma,fog | fog | fog | fog | short | short | short | short | short | short | short | fog,2
*mreg̑ʰ-,Proto-Indo-European,,1394 | 2895 | 8489,brouillard | brouliård | bruillaz | bruaz | brachýs | breuis | mərəzu | mulysgä | brachýs | brief | murzki | brouma,fog | fog | fog | fog | short | short | short | short | short | short | short | fog,2
*luftu-,Proto-Germanic,,2903 | 7234 | 8301,lucht | loft | lopt | Loft | Luft | lupta,sky | sky | sky | wind | wind | smell,3
*sem-,Proto-Indo-European,,1584 | 6066 | 6277,omalós | amaló | omáli(n) | énas | sas | ṣe | eĩs | e-me | šia- | heĩs | mi | mi | mēk | énas | éna | eis | tóna,smooth | smooth | smooth | one | one | one | one | one | one | one | one | one | one | one | one | one | one,2
*u̯elh₂-,Proto-Indo-European,,1687 | 5394 | 7107,fuil | fuil | fuil | fuill | u̯alḫ- | waltsanaṃ,blood | blood | blood | blood | hit | grind,3
daṇḍá-,Vedic,,1680 | 2959 | 8769,daṇḍáḥ | ḍanḍā | ṭhaṅṭā | ḍonḍ | ḍaⁿḍā | ḍāṇ | ḍenḍi,stick | stick | stick | stick | stick | stick | leg,2
jhāṭa-,Sanskrit,,1623 | 3954 | 6868,jhāḍa | ǰala,tree | tree,1
ǰhalla-,Kalaṣa-alâ,,1623 | 3954 | 6868,jhāḍa | ǰala,tree | tree,1
*u̯arká-,Proto-Indo-Iranic,,1798 | 2001 | 3002,bokro | bākal | valkáḥ | bôlkôl | barg | varəka | bāggara | belɨk | wargar | valg | warkar | bælg | barg | bırg | ʋạlg | warg | waḷŋ | bāklo | bäkul,bark | bark | bark | bark | leaf | leaf | leaf | leaf | leaf | leaf | leaf | leaf | leaf | leaf | leaf | leaf | leaf | thick | thick,3
*u̯alká-,Proto-Indo-Iranian,,1798 | 2001 | 3002,bokro | bākal | valkáḥ | bôlkôl | barg | varəka | bāggara | belɨk | wargar | valg | warkar | bælg | barg | bırg | ʋạlg | warg | waḷŋ | bāklo | bäkul,bark | bark | bark | bark | leaf | leaf | leaf | leaf | leaf | leaf | leaf | leaf | leaf | leaf | leaf | leaf | leaf | thick | thick,3
*g̑enh₁-,Proto-Indo-European,,1788 | 6440 | 7444,do·gní | dèan | jannoo | déan | ǰhanduraa | zent,do | do | do | do | snake | snake,2
*ret-,Proto-Indo-European,,1708 | 2443 | 5094,"toradh | torad | rotundus | tondo | redondo | rond | taront | rotund | rond | rund | rond | rodó | redondo | redondo | tunno | toron | túnniu | rotundu | ryan | round | redó | redondo | rutùnt | -ret* | redec | rith | roie | ruith | reithid | rhedeg | redeg, red- | hrideg | r(h)edeg | retec",fruit | fruit | round | round | round | round | round | round | round | round | round | round | round | round | round | round | round | round | round | round | round | round | round | run | run | run | run | run | run | run | run | run | run | run,3
*kiu̯-o-,Proto-Celtic,,1698 | 1707 | 6753,ceo | ceò | céo | kay | ceò,fog | fog | fog | fog | smoke,2
*g⁽ʷ⁾erdʰ-,Proto-Indo-European,,1859 | 7126 | 9137,girdė́ti | dzirdēt | dzierdēt | gerdaut | jarral,hear | hear | hear | say | cry,3
*(s)re⁽g̑⁾-,Proto-Indo-European,,1814 | 3752 | 6611,rāto | ratu | raxtik | reš | raš | ṛaš | rath | ráat | rat,red | red | red | black | black | black | blood | blood | blood,3
*kes-,Proto-Indo-European,,1894 | 6265 | 8240,kàsti | kosa | kosa | kosa | kòsminta | kusm′à,dig | hair | hair | hair | hair | hair,2
*ćau̯dʰ-,Proto-Indo-European,,832 | 1797 | 4504,sojā | sojho | sojh | čhʊt | sudu | sādā | hon̆da | šóo,straight | straight | straight | white | white | white | good | good,3
*dʰā́rā-,Proto-Indo-Iranic,,816 | 4142 | 6050,dhārālo | dhām̐r | dor | d′o | d′o | d′o | dâ | d′â | dhār,sharp | sharp | mountain | mountain | mountain | mountain | mountain | mountain | river,3
*sterh₃-,Proto-Indo-European,,831 | 6840 | 7785,pāthar | patthar | patthar | patthar | patthara | patthal | patthar | pāthôr | pattʰar | bistíiṇu | bisīn | višt′ir | višt′ař | višt′eř | vašt′eř | vište | vatura,stone | stone | stone | stone | stone | stone | stone | stone | stone | wide | wide | wide | wide | wide | wide | wide | water,3
*h₃eh₁-,Proto-Indo-European,,796 | 7069 | 9859,ōs | aiš- / išš- | aes | āsyàm | āh | āšš- | eha | ā~y | haansi | ′iš | âš′a | âš′a | âš′a | âš | âš′i | ásaza- | âš′aã ŋâ-,mouth | mouth | mouth | mouth | mouth | mouth | mouth | mouth | mouth | mouth | mouth | mouth | mouth | mouth | mouth | say | bite,3
*pakšá-,Proto-Indo-Iranic,,754 | 845 | 1643,pākhi | pačhon | pakkhin | paⁿcʰī | fičin | päc̣in | pac̣in | paṅkha | pakh | paṅkha | pakhēṭā | paṅkh | pakṣáḥ | pāṅkh | pakkha | pāṅkhi | pākhel | pāṅkha | pyām̐kh | paṅkh | paṅkha | paṅkh | pāṅkh | pākhi,bird | bird | bird | bird | bird | bird | bird | wing | wing | wing | wing | wing | wing | wing | wing | wing | wing | feather | feather | feather | feather | feather | feather | feather,3
"?*g̑ʰéi̯-om, *g̑ʰ(i)i̯-ém-, *g̑ʰi-m-",Proto-Indo-European,,649 | 1808 | 2245,jiwn | jyun | chióni | hium̐ | hima | chiṓn | himáḥ | šiin | jiwn | zəm | hima | chíōn | šiónin | chion | šö́ni(n) | chióni | him | him | him | zmun | zim′â | him | ź′im | z′im | z′im | zim | ž′im | hima | zimny | zymny | zymny | zaimenă | zëmny | zimny | titimë,snow | snow | snow | snow | snow | snow | snow | snow | snow | snow | snow | snow | snow | snow | snow | snow | snow | snow | snow | snow | snow | snow | snow | snow | snow | snow | snow | ice | cold | cold | cold | cold | cold | cold | cold,3
*spti̯eu̯H-,Proto-Indo-European,,305 | 2083 | 3074,spýggja | spyia | spaja | spīuuan | spîwen | spīwan | spiën | spîuuan | spýja | speiwan | spuie,vomit | vomit | vomit | vomit | vomit | vomit | vomit | vomit | vomit | vomit | vomit,1
*spīwan-,Proto-Germanic,,305 | 2083 | 3074,spýggja | spyia | spaja | spīuuan | spîwen | spīwan | spiën | spîuuan | spýja | speiwan | spuie,vomit | vomit | vomit | vomit | vomit | vomit | vomit | vomit | vomit | vomit | vomit,1
*j́rai̯-,Proto-Indo-Iranic,,2011 | 2771 | 5675,daryā | drayah | zraiiah | daryāb | zrēh | dirya | deryā | derjæ | daryā | daryā | daryā | daryāčeh | daryāb | deryače | ẓ̌uy | dærjɒt͡ʃe,sea | sea | sea | sea | sea | sea | sea | sea | sea | sea | sea | lake | lake | lake | lake | lake,2
